ID	Log2FC	FDR	AveExpr	P value	MUP-uPA_1 CPM	MUP-uPA_2 CPM	MUP-uPA_3 CPM	MUP-uPA_4 CPM	MUP-uPA-doubleTrt_1 CPM	MUP-uPA-doubleTrt_2 CPM	MUP-uPA-doubleTrt_3 CPM	MUP-uPA-doubleTrt_4 CPM
ENSMUSG00000029229	-0.050656838	0.954887008	3.815019998	0.778753429	16.433	13.519	16.704	13.53	14.63	13.615	10.896	12.554
ENSMUSG00000029474	-0.051634484	0.954887008	3.583840728	0.778971185	14.442	12.161	11.276	13.262	10.073	11.266	12.155	10.491
ENSMUSG00000032244	0.038780415	0.954887008	5.392836137	0.77771122	47.575	45.107	40.508	42.172	39.628	40.545	40.675	39.34
ENSMUSG00000033735	-0.038138852	0.954887008	5.55782483	0.778141558	55.561	53.531	47.12	46	41.6	43.304	44.939	44.959
ENSMUSG00000037742	0.054580498	0.954887008	11.9626932	0.778457624	4364.762	4006.259	4326.881	3907.255	3933.521	3752.437	3955.875	3701.2
ENSMUSG00000037761	-0.070742407	0.954887008	2.278409281	0.778669903	4.999	5.706	5.986	3.894	4.198	4.438	4.737	4.014
ENSMUSG00000038612	-0.04263358	0.954887008	7.361701122	0.778400956	213.685	174.723	162.449	158.394	163.348	159.78	160.06	129.112
ENSMUSG00000039263	0.039731618	0.954887008	5.152559018	0.779021393	35.164	40.624	37.097	35.375	34.222	35.447	32.553	33.355
ENSMUSG00000039485	0.086692322	0.954887008	1.879452169	0.777565635	4.427	3.253	4.394	2.574	3.028	3.165	4.922	2.717
ENSMUSG00000040010	0.088551263	0.954887008	1.554870353	0.777808247	2.011	3.668	3.41	2.508	2.799	2.759	2.978	2.409
ENSMUSG00000040482	-0.046644333	0.954887008	3.849455911	0.77893205	15.973	16.643	14.199	14.783	12.213	13.915	14.009	12.919
ENSMUSG00000043716	0.041534223	0.954887008	7.307314265	0.778613201	180.359	160.525	168.504	152.586	154.252	139.808	171.227	140.498
ENSMUSG00000048920	0.056852239	0.954887008	3.340735015	0.778372558	10.974	9.918	11.206	9.504	9.923	9.357	11.844	7.445
ENSMUSG00000049969	0.053007896	0.954887008	4.087646941	0.778478608	17.582	19.565	15.451	17.687	19.91	19.073	14.483	11.605
ENSMUSG00000059119	0.040820935	0.954887008	4.915494022	0.778222371	31.372	35.189	32.364	26.993	30.723	28.789	26.53	28.903
ENSMUSG00000070942	-0.151166031	0.954887008	-0.045182598	0.778678316	1.149	0.883	1.531	0.198	0.636	0.9	1.015	0.438
ENSMUSG00000085196	0.147760661	0.954887008	-0.311985245	0.778378831	1.264	0.408	0.348	0.66	0.509	0.9	0.677	0.584
ENSMUSG00000032959	0.045230827	0.955137054	5.161684671	0.779288057	36.486	38.722	30.485	42.766	35.621	35.687	30.049	35.252
ENSMUSG00000015016	0.054781584	0.95530936	3.521545635	0.77949132	10.572	14.673	10.788	11.286	11.513	12.055	9.069	11.021
ENSMUSG00000020829	-0.042866362	0.955669307	4.881239709	0.780440038	29.418	36.48	32.573	27.983	25.444	26.27	26.936	30.216
ENSMUSG00000024045	-0.037171777	0.955669307	5.545899746	0.781798029	49.413	55.365	48.373	47.122	45.099	42.224	43.517	42.624
ENSMUSG00000024072	0.043179384	0.955669307	4.667046403	0.780104662	27.982	23.573	29.163	24.815	25.571	25.011	26.259	20.144
ENSMUSG00000024590	0.078264685	0.955669307	1.942016228	0.781756808	4.079	4.076	3.341	3.828	2.862	4.618	2.978	3.941
ENSMUSG00000024597	0.053566961	0.955669307	3.7303551	0.781729508	13.388	18.478	10.788	12.276	13.167	13.135	12.656	11.605
ENSMUSG00000025227	-0.106427707	0.955669307	1.263166522	0.782418583	2.068	4.212	1.949	1.848	1.527	1.559	2.91	2.263
ENSMUSG00000025578	-0.072921982	0.955669307	2.252390265	0.782330432	5.746	5.57	5.15	3.762	5.152	3.359	4.737	3.795
ENSMUSG00000027309	-0.044311874	0.955669307	5.693227046	0.781655873	52.803	60.951	45.449	62.5	42.787	45.463	49.947	53.134
ENSMUSG00000029012	-0.052764513	0.955669307	3.830270507	0.780261785	14.02	17.187	12.319	17.225	15.266	13.315	12.588	11.094
ENSMUSG00000029840	0.040427009	0.955669307	7.147484924	0.781846795	136.806	164.193	138.019	152.586	132.434	140.887	142.531	126.558
ENSMUSG00000030060	0.071302306	0.955669307	2.4027094	0.782022899	6.723	6.386	4.663	3.696	4.453	5.458	5.617	4.452
ENSMUSG00000030108	-0.039094711	0.955669307	6.855375449	0.781728421	126.407	129.615	115.05	125.791	108.135	111.378	105.105	105.903
ENSMUSG00000031885	-0.042792529	0.955669307	4.453052492	0.780045841	25.569	25.135	21.646	21.515	19.91	19.853	23.011	18.247
ENSMUSG00000033222	-0.064558344	0.955669307	2.787437139	0.78233502	6.09	9.375	7.238	6.732	6.679	7.017	5.008	6.277
ENSMUSG00000033883	0.049150529	0.955669307	3.962756279	0.780367755	16.893	17.73	15.521	14.453	17.174	16.314	11.573	14.305
ENSMUSG00000033960	-0.044332512	0.955669307	4.62530388	0.781878345	27.062	24.727	28.954	24.881	18.892	23.091	25.312	23.866
ENSMUSG00000034390	-0.052077626	0.955669307	3.981743784	0.780140253	14.996	19.293	13.851	19.337	15.839	13.135	13.739	15.254
ENSMUSG00000035237	0.043694556	0.955669307	8.27908444	0.78227904	356.754	312.966	282.649	343.121	318.745	297.549	293.183	280.34
ENSMUSG00000035642	0.063196487	0.955669307	3.071329088	0.78081254	10.687	6.589	8.839	8.184	9.796	8.517	6.7	6.934
ENSMUSG00000036613	0.06376816	0.955669307	3.067961577	0.782111185	8.102	10.937	6.055	9.174	6.806	9.297	7.512	8.247
ENSMUSG00000036980	0.045663004	0.955669307	4.049148866	0.780890839	18.431	18.466	16.553	15.229	14.5	15.992	15.67	16.769
ENSMUSG00000040435	-0.055679821	0.955669307	3.460060552	0.78044558	12.641	13.247	9.466	11.682	9.987	8.637	10.084	11.459
ENSMUSG00000041679	0.098230482	0.955669307	1.285495087	0.780248569	1.954	1.766	3.271	2.442	2.481	2.519	2.572	1.46
ENSMUSG00000042293	0.05316394	0.955669307	3.405393043	0.780884942	12.353	11.073	9.814	10.362	9.16	9.776	11.911	9.415
ENSMUSG00000042787	0.124647529	0.955669307	0.527240309	0.782382462	1.609	1.087	0.766	1.848	0.954	0.96	1.151	2.117
ENSMUSG00000047123	0.059693391	0.955669307	3.822597394	0.781880561	12.813	14.198	15.451	15.575	11.004	10.076	16.378	16.349
ENSMUSG00000052395	-0.071560363	0.955669307	3.267834616	0.782268605	12.124	9.307	10.371	9.504	13.549	9.476	6.565	5.474
ENSMUSG00000053907	0.048421265	0.955669307	5.870642623	0.780152555	68.898	57.629	54.53	62.29	75.494	57.006	50.065	42.106
ENSMUSG00000059659	-0.117611228	0.955669307	0.346812621	0.782392235	1.058	1.656	0.782	1.548	1.107	0.732	1.107	1.194
ENSMUSG00000062627	0.041306295	0.955669307	4.939073608	0.782293397	32.981	33.695	27.562	33.395	32.441	31.008	28.56	25.107
ENSMUSG00000068749	0.042568611	0.955669307	4.994208067	0.780626189	31.889	36.752	28.119	35.705	31.232	31.308	28.154	30.8
ENSMUSG00000068798	0.041176501	0.955669307	5.378268963	0.781562388	40.852	46.738	39.185	46.264	35.685	41.445	42.773	38.829
ENSMUSG00000085457	-0.18356724	0.955669307	-0.628986743	0.781890187	0.46	0.883	0.215	0.792	0.636	0.12	0.203	0.876
ENSMUSG00000087260	0.052163093	0.955669307	3.532078285	0.780848018	14.767	10.597	10.997	11.286	10.877	11.456	10.761	10.875
ENSMUSG00000103747	-0.157978914	0.955669307	-0.683365778	0.782015153	0.689	0.34	0.418	0.726	0.191	0.72	0.541	0.292
ENSMUSG00000103869	-0.082032684	0.955669307	1.976773607	0.780468786	3.333	4.144	4.663	4.422	3.117	4.678	3.858	2.336
ENSMUSG00000105842	-0.134453467	0.955669307	0.27379076	0.782272179	1.551	0.611	1.322	1.254	0.509	1.499	1.354	0.511
ENSMUSG00000106205	0.091446268	0.955669307	1.541444539	0.781542915	2.298	2.581	2.854	3.63	2.608	3.899	2.301	2.044
ENSMUSG00000109147	0.122575535	0.955669307	0.229352007	0.781832934	0.919	1.155	1.531	0.66	1.399	0.836	1.218	0.657
ENSMUSG00000109291	0.105263935	0.955669307	1.969532617	0.780980856	4.982	1.653	4.659	4.126	4.114	1.869	4.331	4.468
ENSMUSG00000109754	-0.131367476	0.955669307	-0.179960022	0.781203697	1.004	1.222	0.648	0.477	0.733	0.502	0.866	0.607
ENSMUSG00000113196	-0.177847213	0.955669307	-0.6942554	0.781661233	0.804	0.543	0.209	0.594	0.445	0.9	0.271	0.073
ENSMUSG00000020070	-0.062662203	0.9558882	3.25430065	0.782660511	12.468	10.394	10.023	8.052	9.732	10.676	9.001	5.474
ENSMUSG00000045912	0.17226717	0.95589545	-0.724129288	0.782791884	0.919	0.204	0.626	0.132	0.382	0.66	0.338	0.511
ENSMUSG00000059839	-0.062115372	0.95589545	2.782999261	0.782782725	6.968	7.4	6.762	8.051	6.407	5.238	6.632	6.631
ENSMUSG00000020888	-0.071536002	0.956013715	2.559586811	0.783014185	7.451	7.049	6.62	4.079	6.14	6.571	4.232	4.296
ENSMUSG00000043252	0.05216969	0.956013715	5.4014931	0.782987658	36.543	49.387	32.782	55.834	34.858	40.965	43.044	42.843
ENSMUSG00000020747	-0.045693327	0.95610217	4.562380873	0.783383721	25.423	29.89	23.525	22.637	18.319	26.084	19.627	23.243
ENSMUSG00000021366	-0.042632901	0.95610217	5.174025959	0.783770373	47.747	35.665	37.097	34.583	32.313	34.607	30.32	36.347
ENSMUSG00000021692	0.067816933	0.95610217	2.353362243	0.783974545	5.728	5.79	5.16	4.028	4.888	4.407	5.775	4.193
ENSMUSG00000022843	-0.05366384	0.95610217	4.376800239	0.783686074	27.924	21.806	23.873	16.037	22.2	22.851	14.009	17.517
ENSMUSG00000027508	-0.05778954	0.95610217	3.617754761	0.783953631	10.515	16.508	14.964	10.692	10.623	9.896	11.37	12.919
ENSMUSG00000028013	0.045419126	0.95610217	4.990912277	0.783850442	34.819	32.608	29.093	35.441	23.408	31.428	33.365	33.063
ENSMUSG00000028197	-0.131161527	0.95610217	-0.198600148	0.784129706	0.575	0.747	0.696	1.254	0.7	0.72	0.812	0.438
ENSMUSG00000029038	0.03926901	0.95610217	4.898549373	0.78342782	32.388	32.521	31.864	27.657	28.188	32.24	25.984	27.284
ENSMUSG00000032393	0.037617293	0.95610217	6.616721202	0.783322575	105.377	110.051	101.478	93.849	96.622	97.224	94.344	86.781
ENSMUSG00000034932	0.043909878	0.95610217	4.53744513	0.783822024	27.522	21.535	22.62	24.683	23.79	24.711	21.86	18.32
ENSMUSG00000036983	0.06183521	0.95610217	3.199612479	0.784153082	13.365	7.541	8.631	8.118	7.806	9.357	9.395	8.393
ENSMUSG00000057729	-0.163364016	0.95610217	-0.544363386	0.78385002	0.862	1.019	0.418	0.198	0.445	0.42	0.88	0.219
ENSMUSG00000066233	0.091238567	0.95610217	1.247023318	0.783219168	1.879	2.774	1.927	2.64	2.544	2.068	1.963	2.169
ENSMUSG00000073888	-0.067670755	0.95610217	2.445719818	0.78339249	5.344	5.638	5.29	6.732	5.343	5.398	5.008	3.868
ENSMUSG00000097614	-0.24773165	0.95610217	-0.405927998	0.78395191	1.584	1.134	0	0.115	0.482	0.99	0.619	0
ENSMUSG00000107741	0.116173005	0.95610217	0.316945246	0.783836175	0.689	1.087	1.74	1.056	1.018	1.14	1.151	1.095
ENSMUSG00000112366	0.081321251	0.95610217	2.129417376	0.78406206	4.231	4.304	3.771	5.131	5.166	5.578	3.001	2.766
ENSMUSG00000024050	-0.060976715	0.956266952	2.860548629	0.784402291	8.123	9.369	7.25	6.27	7.484	5.898	7.512	5.474
ENSMUSG00000028367	0.038389373	0.956266952	5.997499564	0.784590977	60.618	73.163	65.494	67.252	64.118	62.197	62.603	55.105
ENSMUSG00000041263	0.068608764	0.956266952	2.590146336	0.784601944	7.527	6.793	5.986	4.224	5.852	7.224	4.534	5.182
ENSMUSG00000049882	0.088108509	0.956266952	1.477959202	0.784464688	3.16	3.261	2.088	2.442	2.035	3.059	2.098	3.138
ENSMUSG00000090231	0.046724145	0.956266952	9.875959024	0.784585289	937.889	1033.341	935.583	1007.382	945.572	918.463	877.457	862.019
ENSMUSG00000026088	0.060060326	0.95655124	3.273544122	0.784939115	10.572	11.485	7.525	10.073	8.142	9.247	8.054	11.24
ENSMUSG00000034071	0.107581454	0.95655124	0.600609501	0.784960722	1.436	1.087	1.67	1.452	1.845	1.619	1.083	0.876
ENSMUSG00000020277	0.03997448	0.956954308	4.757489207	0.785354273	27.637	30.706	29.65	24.749	25.316	25.251	26.462	25.91
ENSMUSG00000002396	-0.050432769	0.95697605	4.390733012	0.786201269	25.889	22.203	17.356	24.43	21.822	17.957	22.97	14.707
ENSMUSG00000005374	0.048707354	0.95697605	4.192805106	0.788265632	22.811	16.44	17.191	19.205	21.182	15.594	16.311	16.568
ENSMUSG00000009207	0.057325313	0.95697605	2.900198772	0.788078909	8.791	8.22	6.264	7.26	7.888	6.897	6.971	6.496
ENSMUSG00000014177	0.046583078	0.95697605	3.899980338	0.787356046	18.904	13.519	14.895	14.453	14.566	14.635	14.009	13.575
ENSMUSG00000015291	0.040903427	0.95697605	5.380614779	0.787928967	40.68	47.349	46.215	39.467	35.812	36.406	45.345	41.164
ENSMUSG00000016541	-0.036372271	0.95697605	6.131070769	0.788574385	78.717	81.451	71.759	68.967	62.464	71.073	62.535	64.666
ENSMUSG00000018849	0.049495051	0.95697605	5.235158115	0.786512472	34.475	41.711	37.306	42.502	29.515	33.108	34.11	46.638
ENSMUSG00000019948	-0.07014426	0.95697605	2.9003664	0.787422518	8.561	5.027	9.675	8.448	8.587	6.478	5.279	6.642
ENSMUSG00000019951	-0.038249815	0.95697605	6.19064899	0.787982138	81.762	78.123	69.114	83.817	66.535	72.633	67.069	65.396
ENSMUSG00000020092	0.061458739	0.95697605	3.000137575	0.788504513	8.216	8.899	7.447	8.118	9.732	5.518	7.986	7.08
ENSMUSG00000020128	0.036064363	0.95697605	5.847131934	0.788553146	60.848	59.169	58.674	61.51	54.704	56.799	56.241	51.82
ENSMUSG00000020287	0.063674247	0.95697605	2.674269523	0.787091288	7.389	6.399	6.07	6.091	5.855	4.826	6.313	7.095
ENSMUSG00000020362	0.041972144	0.95697605	4.787110413	0.788400685	32.693	25.814	32.364	24.155	25.952	28.609	27.545	23.283
ENSMUSG00000020864	-0.037732719	0.95697605	6.093957755	0.787272953	75.04	82.198	69.253	66.922	63.545	59.678	64.498	65.833
ENSMUSG00000022304	0.04710392	0.95697605	7.814409249	0.787911491	253.1	210.999	183.816	286.43	210.292	207.642	236.063	208.521
ENSMUSG00000023243	0.064174847	0.95697605	4.476676915	0.786995336	23.155	22.893	28.815	17.159	27.352	29.989	13.265	15.254
ENSMUSG00000023284	-0.060947303	0.95697605	2.714737388	0.785783183	6.608	6.929	6.821	7.458	5.788	7.137	5.685	5.182
ENSMUSG00000024673	-0.206844776	0.95697605	1.430851492	0.786614659	2.011	6.861	2.714	0.33	0.509	1.2	6.903	0.438
ENSMUSG00000025921	0.04308891	0.95697605	4.468268555	0.786499444	21.891	22.757	24.639	22.571	23.154	23.931	20.236	17.152
ENSMUSG00000026272	0.054598763	0.95697605	7.342156772	0.788091257	219.315	122.075	216.25	119.258	167.228	170.816	150.449	136.192
ENSMUSG00000027667	0.04965713	0.95697605	4.330032856	0.785660278	20.283	24.048	16.913	22.043	23.09	20.692	18.612	14.524
ENSMUSG00000029725	-0.093254365	0.95697605	1.257002189	0.78592996	2.528	1.902	3.341	2.112	2.29	2.579	1.624	1.752
ENSMUSG00000030865	0.120449575	0.95697605	0.689886509	0.786105336	1.092	1.087	2.227	1.65	1.018	0.96	1.557	2.336
ENSMUSG00000031523	0.040354089	0.95697605	6.317609874	0.785669183	78.659	89.943	84.287	79.989	76.14	65.316	86.967	75.833
ENSMUSG00000033157	-0.064253432	0.95697605	2.927596028	0.786073579	9.538	6.929	9.257	6.732	8.651	7.977	5.753	5.255
ENSMUSG00000035378	0.074791729	0.95697605	1.78211297	0.787175609	3.447	3.668	3.132	3.432	3.117	2.819	3.384	3.503
ENSMUSG00000036158	-0.076357165	0.95697605	2.31994636	0.788123601	5.344	6.386	5.081	4.422	6.679	4.558	3.722	2.919
ENSMUSG00000036555	-0.071248998	0.95697605	2.917201182	0.78720208	8.216	10.054	7.587	6.534	9.732	8.217	4.534	4.89
ENSMUSG00000036904	0.066639781	0.95697605	4.312959355	0.78844995	27.867	16.915	23.595	13.859	23.853	23.331	10.896	18.247
ENSMUSG00000041187	0.056371165	0.95697605	3.365547934	0.787416148	9.998	13.994	9.883	8.646	9.414	10.016	11.776	8.028
ENSMUSG00000049562	0.087137797	0.95697605	1.781195162	0.788345023	4.424	3.6	3.828	1.848	3.498	3.239	2.233	3.868
ENSMUSG00000051220	0.130208744	0.95697605	0.012478475	0.788574271	0.632	0.679	1.531	0.726	0.954	1.32	0.609	0.584
ENSMUSG00000051768	-0.062049116	0.95697605	3.050597968	0.786016083	7.584	11.141	7.03	9.57	6.679	9.536	7.309	6.642
ENSMUSG00000052146	-0.039183647	0.95697605	5.884675884	0.786673312	65.731	65.895	72.107	50.356	53.622	56.379	59.354	50.287
ENSMUSG00000052726	-0.106477195	0.95697605	0.97679787	0.78768223	3.103	1.495	2.506	0.99	1.59	1.859	1.827	1.387
ENSMUSG00000053286	0.041534159	0.95697605	4.55437262	0.785691131	25.511	26.833	23.859	21.647	20.864	22.312	21.79	24.377
ENSMUSG00000060149	-0.078684064	0.95697605	1.897543803	0.785921266	3.62	3.6	3.689	4.686	3.498	4.198	3.181	2.336
ENSMUSG00000063480	0.047668374	0.95697605	3.953806342	0.787299259	17.295	13.587	18.583	14.585	15.966	14.455	13.603	14.889
ENSMUSG00000066637	0.065046392	0.95697605	2.476680759	0.786688706	5.976	5.299	6.473	4.818	4.453	6.298	5.144	5.109
ENSMUSG00000069539	0.037491494	0.95697605	5.951712627	0.786521375	67.513	70.514	56.864	63.82	63.291	60.577	56.579	55.761
ENSMUSG00000069727	-0.071479159	0.95697605	2.475975835	0.785470016	6.09	5.706	5.429	6.336	5.089	7.197	4.331	3.43
ENSMUSG00000069911	-0.149425524	0.95697605	-0.034340591	0.788538443	1.609	1.087	0.487	0.594	1.145	0.18	0.88	0.803
ENSMUSG00000070729	0.188010988	0.95697605	-0.832283442	0.787559083	0.287	0.408	0.07	0.924	0.318	0.54	0.744	0.146
ENSMUSG00000073633	0.069508395	0.95697605	2.556507648	0.788156353	7.872	5.978	4.176	5.808	5.852	6.897	4.399	5.109
ENSMUSG00000086753	0.114427658	0.95697605	0.020713679	0.787940061	0.692	0.951	0.979	0.993	0.645	1.082	0.88	0.876
ENSMUSG00000086968	0.065526512	0.95697605	2.681931424	0.787506314	6.355	7.608	4.659	7.412	5.28	6.178	6.768	6.058
ENSMUSG00000097217	0.119297417	0.95697605	-0.07689088	0.78763687	1.092	1.019	0.487	0.726	0.7	0.9	0.744	0.876
ENSMUSG00000097221	0.175270664	0.95697605	-0.391390912	0.788070917	1.099	0.497	0.796	0.149	0.149	0.831	0.39	1.163
ENSMUSG00000101599	-0.062062594	0.95697605	2.843622584	0.786586798	8.102	8.967	6.682	6.864	6.234	8.817	5.55	5.474
ENSMUSG00000103973	0.123613498	0.95697605	-0.039055563	0.787178807	0.46	0.951	1.253	0.792	1.018	0.84	0.744	0.73
ENSMUSG00000104547	0.228625332	0.95697605	-1.016675956	0.786924347	0.517	0.068	0.766	0.066	0.7	0.24	0.541	0
ENSMUSG00000014550	0.042103959	0.957211207	4.125499814	0.788945836	19.191	19.497	16.704	17.093	17.238	17.094	16.04	15.984
ENSMUSG00000033808	-0.04524676	0.957211207	4.061527885	0.788956576	19.646	19.741	18.393	13.863	15.861	14.792	16.532	14.378
ENSMUSG00000058298	0.059570727	0.957211207	3.18176689	0.788908737	8.639	10.88	9.02	8.673	8.284	11.441	6.39	8.38
ENSMUSG00000048218	-0.074697153	0.957367926	2.518038978	0.789148564	5.516	7.133	5.777	5.94	8.078	4.738	4.196	3.576
ENSMUSG00000019710	-0.038457603	0.957372275	5.498083159	0.789887356	57.491	42.847	49.13	44.35	44.294	42.068	42.076	39.427
ENSMUSG00000019810	-0.063123001	0.957372275	3.268811678	0.790132822	10.055	13.858	7.865	9.57	10.305	11.216	7.106	6.569
ENSMUSG00000020392	0.041951232	0.957372275	4.132592063	0.790058234	19.018	19.768	17.957	16.169	17.111	17.334	17.326	14.962
ENSMUSG00000022565	-0.043078865	0.957372275	7.019254885	0.789625946	153.871	161.748	134.051	110.876	139.304	133.87	100.909	108.457
ENSMUSG00000022897	0.036976248	0.957372275	5.220748545	0.790098649	40.393	39.876	37.863	37.487	36.575	37.546	35.193	32.844
ENSMUSG00000027582	-0.047782638	0.957372275	4.230300607	0.789676891	22.032	21.445	18.823	18.183	16.031	17.496	14.223	21.232
ENSMUSG00000028454	-0.063540353	0.957372275	2.609562496	0.789218439	6.205	6.589	7.03	6.072	5.47	6.598	6.159	3.868
ENSMUSG00000042109	-0.165390819	0.957372275	-0.324388072	0.790048183	0.689	0.611	0.696	0.99	0.382	0.24	1.557	0.219
ENSMUSG00000042870	-0.054350806	0.957372275	3.711390054	0.790126108	13.905	17.459	11.832	13.002	11.831	15.414	12.656	8.32
ENSMUSG00000058267	0.059636075	0.957372275	2.699822649	0.790157197	7.182	6.386	6.542	6.336	6.679	5.338	6.903	5.62
ENSMUSG00000058794	-0.107819809	0.957372275	1.498506982	0.789417782	2.068	5.231	3.202	1.518	1.463	2.159	3.181	2.992
ENSMUSG00000067586	0.092259148	0.957372275	1.542015713	0.790008863	1.954	2.446	3.689	3.3	3.88	2.219	2.639	2.117
ENSMUSG00000089824	0.05727228	0.957372275	3.741564553	0.789645102	14.414	11.549	18.609	10.555	13.865	11.888	15.207	10.109
ENSMUSG00000102875	0.134354765	0.957372275	0.209014047	0.789576273	2.011	0.543	1.183	0.396	1.081	1.2	0.947	0.803
ENSMUSG00000110151	0.133877804	0.957372275	0.141167938	0.790137173	1.436	1.087	0.418	0.99	1.59	0.48	0.744	1.022
ENSMUSG00000111666	0.157712764	0.957372275	-0.359068908	0.789863883	1.092	0.679	0.626	0.198	0.572	1.2	0.203	0.584
ENSMUSG00000020077	0.042261827	0.957555596	4.478452054	0.790471556	23.385	24.727	22.76	21.779	23.026	18.053	20.913	22.699
ENSMUSG00000030435	0.03732421	0.957555596	5.246436942	0.790496983	42.519	39.944	38.629	37.355	37.084	34.907	36.411	36.128
ENSMUSG00000057706	-0.132061292	0.957555596	0.392550244	0.790380346	1.149	1.223	0.974	1.848	1.59	0.96	1.489	0.219
ENSMUSG00000051989	0.053627454	0.957589758	3.194592397	0.790621822	9.595	9.171	9.327	9.438	8.524	7.857	10.152	8.174
ENSMUSG00000109297	0.111174845	0.957589758	0.385546439	0.790650844	1.149	1.427	0.626	1.581	1.329	1.32	1.015	0.949
ENSMUSG00000033983	0.068326211	0.957680976	2.237932612	0.790788996	4.482	4.959	3.967	5.544	4.58	3.899	4.873	4.379
ENSMUSG00000002372	-0.044980381	0.95769867	4.166035275	0.791245402	18.674	21.467	18.444	18.215	13.74	17.453	16.852	18.101
ENSMUSG00000020701	-0.091583371	0.95769867	1.374308569	0.790983256	1.839	3.261	2.854	2.838	1.972	2.339	1.692	2.992
ENSMUSG00000023017	0.132435841	0.95769867	-0.219265197	0.790943675	1.034	0.476	0.974	0.462	0.954	0.54	0.947	0.438
ENSMUSG00000024944	-0.0673027	0.95769867	2.63706301	0.791282426	5.344	6.725	7.308	6.996	7.251	4.678	6.226	4.306
ENSMUSG00000025436	0.091073739	0.95769867	1.638795205	0.791306302	4.769	1.766	3.271	2.442	3.689	2.639	2.504	2.773
ENSMUSG00000025949	0.037111564	0.95769867	5.768147484	0.791043255	54.068	63.925	60.553	49.432	49.551	51.461	57.188	49.631
ENSMUSG00000073478	-0.113648171	0.95769867	0.405879485	0.79129352	1.322	1.155	0.835	1.914	1.336	0.84	1.354	0.803
ENSMUSG00000102252	0.061363463	0.95769867	3.150700334	0.7910667	8.723	11.055	8.253	8.382	7.837	12.169	7.463	6.391
